"uuid","Objectnummer","Geïmporteerd vanuit VH (Project 1)","Export naar VH (Project 2)","Geëxporteerd naar VH (Project 2)","Serienaam VH (Project 2)","Naar krant-en-fotos.nl","thumbnail","t2_serie_name","t3_description","t3_entry_number","t3_log_page_id","t3_vh_entry_number","t3_catalog_card","t4_keyword","t4_correct"
"4e9f53ce-d447-7f02-b875-0e9009590e85","NL-HlmNHA_1478_10481K00_03","1","1","1","random_14","1","","Kleinbeeld 1972","Kinderen in zandbak Beverwijk","{51712}","","","{""Kinderen, kid, kindertehuizen, kinderfeest, kinder""}","{ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,9219934b-ea10-0d9d-58c5-793ed8068935,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,bdc7a6c2-432f-cb2c-de8f-275265effcdc}","{NULL,NULL,NULL,NULL,NULL}"
"4ea808a9-03d8-8c89-cbf9-c464c71864f5","NL-HlmNHA_1478_03189K00_21","1","1","1","random_6","","","Kleinbeeld 1965","H.F.C. - Kennemers","{30284}","","","{Voetbal}","{faa411ec-382f-26ad-ec27-5f8767bfb692,c5d5be73-6728-d8d2-2487-788fca9a3138,c4db0acb-a485-a644-581f-ef8e352c3236,efe13355-3612-9157-fe75-85d00b97e208,0b183ba6-f519-f1b0-0ddc-567830ca44d9}","{NULL,NULL,NULL,NULL,NULL}"
"4eaa5381-21da-22f6-8219-287c44ee977c","NL-HlmNHA_1478_13984K00_09","1","1","1","random_3","1","","Kleinbeeld 1975","Overzicht strand, Zeebad IJmuiden","{62955}","","","{""Strand en stranden""}","{c3cd755d-34c8-d31c-072d-02b34142daba,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,bdc7a6c2-432f-cb2c-de8f-275265effcdc,ae1ee599-e9cc-f5cd-fd36-1928117575cb,06511001-cfb1-2434-97ad-88a8bc6badb6}","{NULL,NULL,NULL,NULL,NULL}"
"4eab4e9f-d669-5eaf-fbba-f985cfef8276","NL-HlmNHA_1478_10913K00_20","1","1","1","random_19","1","","Kleinbeeld 1972","Eerste Rode Kruiszegels, postkantoor Haarlem","{53233}","","","{""Rode Kruis, Rode Kruis ziekenhuis""}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,716595d3-8302-c8ce-3dd7-cc094a31a170,9e9bc5f1-d892-9c81-a462-f268b6f8816d,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,57c77c9c-655f-ac10-9b42-d2640f84ed62}","{NULL,NULL,NULL,NULL,NULL}"
"4ec347b1-2cdb-cd95-a3ff-bdd7a3eea23c","NL-HlmNHA_1478_25182K00_29","1","1","1","random_14","","","Kleinbeeld 1985","Broedende duif op stoplicht","{113770}","","","{Vogels}","{1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,02f9b8eb-0589-ec17-0761-8169a98791f7,8e826567-c7db-d67c-61c8-23917f87030b,50359b71-5e1d-c81b-e550-e819280d3bcc,0199e8d2-824a-b19a-be6a-5ee3beb624b5}","{NULL,NULL,NULL,NULL,NULL}"
"4ecbd40a-af6a-c9c3-1de6-5a0d24d8d2da","NL-HlmNHA_1478_25373K00_38","1","1","1","random_19","","","Kleinbeeld 1985","Fietsers in de kleine houtstraat","{114827}","","","{""Fietsen, fietspaden, fietsers""}","{9c838793-6993-d946-2f2d-16592a3bd6ac,04c8f727-f4be-4673-47ef-c6cb161bb0b3,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,0261181d-00de-fbd5-7889-882d29340de3}","{NULL,NULL,NULL,NULL,NULL}"
"4ecc8487-1267-110c-c54d-ee69c65b84e2","NL-HlmNHA_1478_15431K01_28","1","1","1","random_1","1","","Kleinbeeld 1977","Hond v.d. week","{70860}","","","{Honden}","{a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,7cc6deb8-3e98-1f09-0dce-e67f36e1f3c4,e119f947-9a96-32da-27b3-ed3fdd0bd681,0b183ba6-f519-f1b0-0ddc-567830ca44d9,227d3a46-6018-7cd5-9d92-598256799b94}","{NULL,NULL,NULL,NULL,NULL}"
"4ed96d97-7a0b-8dd2-fced-8024c6b969f3","NL-HlmNHA_1478_16268K01_07","1","1","1","random_9","1","","Kleinbeeld 1977","Heropening school Heemskerk","{74361,74362}","","","{""Opening, openingen, in gebruik name"",Scholen}","{04c8f727-f4be-4673-47ef-c6cb161bb0b3,8baa6a68-94d5-862f-803f-fda90117a4d5,706a532f-8468-4566-b226-969428487150,d984e757-c661-3bf1-c480-e21b97f7078d,4bf7374b-084e-6d72-b196-d4e418254682}","{NULL,NULL,NULL,NULL,NULL}"
"4ed96e40-53bf-497c-7a48-d28c41f235e8","NL-HlmNHA_1478_08612K00_25","1","1","1","random_8","1","","Kleinbeeld 1970","Alle raadsleden, wethouders, fracties enz.","{46106}","","","{""Gemeenteraad Haarlem""}","{4bf7374b-084e-6d72-b196-d4e418254682,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,57c77c9c-655f-ac10-9b42-d2640f84ed62,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,8baa6a68-94d5-862f-803f-fda90117a4d5}","{NULL,NULL,NULL,NULL,NULL}"
"4ed9f721-6425-cc7a-b122-1938c6781bb4","NL-HlmNHA_1478_07087K00_06","1","1","1","random_13","","","Kleinbeeld 1969","Muziekcorps de Spaarnebazuin","{40959}","","","{Muziek}","{94fefc39-1f7c-45af-2b52-c4daf0ff5f02,9b975476-aa14-6e4d-1d71-e7db3d82285e,66d3272b-dc63-c875-b7a1-a15f38b87df4,87757ebc-289d-32e3-6749-cfc41f17ca64,e341a269-94d7-9fcf-2d5a-6d03f4b66392}","{NULL,NULL,NULL,NULL,NULL}"
"4edbb93b-17b1-1c89-2e38-b2f13488d599","NL-HlmNHA_1478_46265K00_02","1","1","1","random_2","","","Kleinbeeld2 rest","Jan de Ruiter bij snelweg","{L61685}","NL-HlmNHA_1499_53_0004_R","","{""""}","{50359b71-5e1d-c81b-e550-e819280d3bcc,989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,02f9b8eb-0589-ec17-0761-8169a98791f7}","{NULL,NULL,NULL,NULL,NULL}"
"4edcc13a-be33-fc07-2ec6-b488d44db9a0","NL-HlmNHA_1478_05242K00_05","1","1","1","random_2","","","Kleinbeeld 1967","Viswedstrijd Rode Kruis","{33859}","","","{""Visserij e.a., vishandelaren, vissen""}","{06511001-cfb1-2434-97ad-88a8bc6badb6,ae1ee599-e9cc-f5cd-fd36-1928117575cb,9a69c879-9fd6-d3b5-dc69-5e144700a61c,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a}","{NULL,NULL,NULL,NULL,NULL}"
"4edd5b15-34bf-e34e-7b24-9772e57d7a87","NL-HlmNHA_1478_09279K01_26","1","1","1","random_10","1","","Kleinbeeld 1971","Extr. bakkerij Swanink","{47931}","","","{Exterieur}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,cada4aaf-64c9-ac97-e443-be2eccb7f895,9571146c-71de-7477-b892-3c6f0dba1d7e,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,9c838793-6993-d946-2f2d-16592a3bd6ac}","{NULL,NULL,NULL,NULL,NULL}"
"4eeaf33c-4928-e7b9-7b56-c16bfe30d903","NL-HlmNHA_1478_24780K00_14","1","1","1","random_17","","","Kleinbeeld 1985","Portret hr. Cor Koper Heemstede","{111310,111309}","","","{Fotografie,Personen}","{a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,020c70ac-8e33-8820-4f8f-e6965b48ee71,19d24d3d-edf3-dceb-0182-0b1836a0ea4f,43642043-b5da-888a-ccc7-f6715167a42a,d454f996-fd20-a1c2-16a8-3a0d7acd47b7}","{NULL,NULL,NULL,NULL,NULL}"
"4eecd601-9003-6c4d-9219-e07270556ae8","NL-HlmNHA_1478_00432K00_04","1","1","1","random_13","","","Kleinbeeld 1962","Zeesleper ""Groningen"" Kootstertille","{23566}","","","{""Schepen te waterlating""}","{50359b71-5e1d-c81b-e550-e819280d3bcc,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,f6876290-a31d-be25-9f48-714bd581b8cb,1deda0df-3044-4c88-6734-f142d36e45ec}","{NULL,NULL,NULL,NULL,NULL}"
"4ef7937c-5879-5490-9288-552dba76c3b6","NL-HlmNHA_1478_16670K00_34","1","1","1","random_12","1","","Kleinbeeld 1978","Hr. Peters bij Zeewijkschool","{76101}","","","{Scholen}","{0b183ba6-f519-f1b0-0ddc-567830ca44d9,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,8e826567-c7db-d67c-61c8-23917f87030b}","{NULL,NULL,NULL,NULL,NULL}"
"4f0057d8-21fe-9940-2b07-d111257cbcec","NL-HlmNHA_1478_24062K00_30","1","1","1","random_15","","","Kleinbeeld 1984","Drukte strand boulevard Zandvoort","{106904,106903,106902}","","","{Drukte,Zandvoort,""Strand en stranden""}","{43642043-b5da-888a-ccc7-f6715167a42a,66d3272b-dc63-c875-b7a1-a15f38b87df4,87757ebc-289d-32e3-6749-cfc41f17ca64,169266ec-658f-c05e-7560-27327865a82f,706a532f-8468-4566-b226-969428487150}","{NULL,NULL,NULL,NULL,NULL}"
"4f02d8f8-a0ec-773a-e790-5e0a5056ea74","NL-HlmNHA_1478_12000K00_09","1","1","1","random_8","1","","Kleinbeeld 1973","Kunstmarkt Heemskerk","{54706}","","","{Kunstmarkt}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,faa411ec-382f-26ad-ec27-5f8767bfb692,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,dfda4e8b-b37e-63e8-7cd9-c560d66fe841}","{NULL,NULL,NULL,NULL,NULL}"
"4f02ed31-9df6-a5c0-a38f-692ee3dec0f2","NL-HlmNHA_1478_03895K00_04","1","1","1","random_5","","","Kleinbeeld 1966","Bomen planten Stadskweektuin","{32636,32635}","","","{Bomen,Werkzaamheden}","{d5a80a03-d4c9-079d-407e-429bb38fe5d0,38226bd1-158d-2be7-dd1e-154630710f05,169266ec-658f-c05e-7560-27327865a82f,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,020c70ac-8e33-8820-4f8f-e6965b48ee71}","{NULL,NULL,NULL,NULL,NULL}"
"4f056274-cccf-8f13-8919-ed3091fb32e3","NL-HlmNHA_1478_22622K00_08","1","1","1","random_15","","","Kleinbeeld 1982","De heer Convent KKC Amstelveen.","{99384}","","","{""Support Group B.V.""}","{9a1710fc-278e-c11e-e3d5-5c4587324dd3,9e9bc5f1-d892-9c81-a462-f268b6f8816d,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,227d3a46-6018-7cd5-9d92-598256799b94}","{NULL,NULL,NULL,NULL,NULL}"
"4f0fa4ed-60f5-bcb3-b2d8-27f38f9633f5","NL-HlmNHA_1478_21522K01_37","1","1","1","random_5","","","Kleinbeeld 1982","Sauna Jansstraat + bruinbank","{95270}","","","{Sauna}","{5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,9219934b-ea10-0d9d-58c5-793ed8068935,2fa16a49-b6ce-5bc4-1a2e-cb05b4242c95,4e69c87b-3925-1869-c7c2-227208f46c74,1da309e9-56e8-882f-b48d-b88bd69e3fab}","{NULL,NULL,NULL,NULL,NULL}"
"4f12eb95-b1e5-fa54-ae06-b683bfeeb792","NL-HlmNHA_1478_14290K01_29","1","1","1","random_16","1","","Kleinbeeld 1975","Oliebollenbakker, B'wijk","{64740}","","","{Personen}","{6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,f98728e0-b7a0-5cd8-328e-b529fb4b1989,25fa0c76-63dd-58be-0265-8fcfa54db6e1,4e69c87b-3925-1869-c7c2-227208f46c74}","{NULL,NULL,NULL,NULL,NULL}"
"4f17e3fa-c6a0-fc45-4aa1-9d026a82a760","NL-HlmNHA_1478_27032K00_06","1","1","1","random_20","","","Kleinbeeld 1986","Sint Nicolaasmarkt IJmond MTS","{122775}","","","{""St. Nicolaas, Sinterklaas""}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,1da309e9-56e8-882f-b48d-b88bd69e3fab,8baa6a68-94d5-862f-803f-fda90117a4d5,f4f08a49-64fe-3e88-1350-1341528c6b94,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6}","{NULL,NULL,NULL,NULL,NULL}"
"4f244cb7-fcee-69a4-bee4-858b65ce5335","NL-HlmNHA_1478_00661K01_03","1","1","1","random_7","","","Kleinbeeld 1963","Werkzaamheden pieren zinkstukken plaatsen","{24300,24301}","","","{Werkzaamheden,""IJmuiden, Velsen""}","{19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,1f83148f-2618-e653-12bf-7395f3496f23,086db4c8-b874-7d48-1944-e81f0030d0d6,227d3a46-6018-7cd5-9d92-598256799b94,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6}","{NULL,NULL,NULL,NULL,NULL}"
"4f2a3671-647b-db83-692f-3db5e2d42493","NL-HlmNHA_1478_13790K01_31","1","1","1","random_3","1","","Kleinbeeld 1975","Cafébezoekers, Spaarndam","{61662}","","","{Koninginnedag}","{2fa16a49-b6ce-5bc4-1a2e-cb05b4242c95,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,1da309e9-56e8-882f-b48d-b88bd69e3fab,9c9fdd99-5832-a001-3ac0-6938d00e4c74,f4f08a49-64fe-3e88-1350-1341528c6b94}","{NULL,NULL,NULL,NULL,NULL}"
"4f2ce6d5-02e6-2c48-da8f-a36cf945f7a4","NL-HlmNHA_1478_02300K00_26","1","1","1","random_14","","","Kleinbeeld 1964","Kind van G. van Berkel","{26641}","","","{""Kinderen, kid, kindertehuizen, kinderfeest, kinder""}","{d818ce63-45c9-31a8-3ee5-7b24db86536d,25fa0c76-63dd-58be-0265-8fcfa54db6e1,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,70220364-262f-1396-f727-e8c114ed37ad,d454f996-fd20-a1c2-16a8-3a0d7acd47b7}","{NULL,NULL,NULL,NULL,NULL}"
"4f2d902d-757a-d6ab-b017-ad9a2c2e6bf0","NL-HlmNHA_1478_15859K00_17","1","1","1","random_20","1","","Kleinbeeld 1977","Portret Hr. Van Lijmen raadslid Heemstede","{72710}","","","{Raadsleden}","{19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,227d3a46-6018-7cd5-9d92-598256799b94,ad0117bb-fe7c-0c73-49f0-f6510c047620,086db4c8-b874-7d48-1944-e81f0030d0d6}","{NULL,NULL,NULL,NULL,NULL}"
"4f32e8e4-161d-c2fd-ba46-9828aa605924","NL-HlmNHA_1478_26288K00_15","1","1","1","random_8","","","Kleinbeeld 1986","Brand fa. Wema Stationsweg Hillegom","{119047}","","","{""Branden, brandweer""}","{42b2daf6-eaad-a3eb-ab9e-d31c080765c3,38226bd1-158d-2be7-dd1e-154630710f05,bdc7a6c2-432f-cb2c-de8f-275265effcdc,989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a}","{NULL,NULL,NULL,NULL,NULL}"
"4f3aa65d-a2c3-bfc6-2d09-dcc1c75921e5","NL-HlmNHA_1478_26745K00_32","1","1","1","random_3","","","Kleinbeeld 1986","Vlotje varen Vijfhuizen","{121311}","","","{""Spelen en speelgoed""}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,c5d5be73-6728-d8d2-2487-788fca9a3138,7dbc6a7e-4258-2434-bc3d-567164764912,9a69c879-9fd6-d3b5-dc69-5e144700a61c,87757ebc-289d-32e3-6749-cfc41f17ca64}","{NULL,NULL,NULL,NULL,NULL}"
"4f3b0d95-74ae-430e-273d-035d8927a3d8","NL-HlmNHA_1478_19077K02_01","1","1","1","random_18","","","Kleinbeeld 1980","Ontruiming autosloperij Rutte Santpoort","{84896}","","","{Ontruiming}","{70220364-262f-1396-f727-e8c114ed37ad,f6876290-a31d-be25-9f48-714bd581b8cb,d5618bae-755d-e676-951b-5c23f96607e7,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,0bfe4e84-90fa-72c7-ce6f-2d841f6a84a6}","{NULL,NULL,NULL,NULL,NULL}"
"4f45054a-08dd-3090-4b87-3241fd00eca6","NL-HlmNHA_1478_09234K00_27","1","1","1","random_7","1","","Kleinbeeld 1971","Jubileum v.d. Veldt, Renova","{47786}","","","{""Voetbal VV Schoten, Onze Gezellen, Renova""}","{87757ebc-289d-32e3-6749-cfc41f17ca64,c4db0acb-a485-a644-581f-ef8e352c3236,9e9bc5f1-d892-9c81-a462-f268b6f8816d,716595d3-8302-c8ce-3dd7-cc094a31a170,25fa0c76-63dd-58be-0265-8fcfa54db6e1}","{NULL,NULL,NULL,NULL,NULL}"
"4f49db77-145d-06d5-b502-07a8fe30dd8f","NL-HlmNHA_1478_13689K00_14","1","1","1","random_15","1","","Kleinbeeld 1975","Koninklijk onderscheiding voor Mevr. Reemer Muziekbibliotheek.","{61119}","","","{Onderscheidingen}","{9c9fdd99-5832-a001-3ac0-6938d00e4c74,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,c8f3165d-24eb-f48f-f57b-71695fef0494,b489c7cd-763e-aee3-dc8b-1d569d3370cb,57c77c9c-655f-ac10-9b42-d2640f84ed62}","{NULL,NULL,NULL,NULL,NULL}"
"4f57b82e-4ae3-0009-27aa-5777be17e3b9","NL-HlmNHA_1478_19762K00_34","1","1","1","random_19","","","Kleinbeeld 1980","Jazz voorstelling Prinsenhof","{87514,87515}","","","{Jazz,Muziek}","{ef89f068-ad28-5095-0edd-ca77be88e074,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,9b975476-aa14-6e4d-1d71-e7db3d82285e,9c9fdd99-5832-a001-3ac0-6938d00e4c74,11c9339a-8275-c93b-8e58-30098d44609b}","{NULL,NULL,NULL,NULL,NULL}"
"4f58ffe6-56ff-060f-0df3-a9d39a0c3efe","NL-HlmNHA_1478_10459K00_12","1","1","1","random_8","1","","Kleinbeeld 1972","Wielerploeg Kennemerland","{51631}","","","{Wielrennen}","{474f47b9-8ef4-5ece-6c43-c5a1020b6bfd,b020c660-15d6-f348-e506-e5ef93f721b0,04c8f727-f4be-4673-47ef-c6cb161bb0b3,eb2b3fd4-a99b-1309-bf51-8cb79555f3e4,2ce1cf5e-5fcf-1313-a758-73cef076f314}","{NULL,NULL,NULL,NULL,NULL}"
"4f5be624-5ddc-0169-2a4d-fc32fafe127c","NL-HlmNHA_1478_26936K00_05","1","1","1","random_5","","","Kleinbeeld 1986","Commissaris der Koningin De Wit onthult beeld van Truus Menger","{122275}","","","{Onthullingen}","{1f83148f-2618-e653-12bf-7395f3496f23,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,b489c7cd-763e-aee3-dc8b-1d569d3370cb}","{NULL,NULL,NULL,NULL,NULL}"
"4f68272a-9e43-1d11-ce45-0dd05fc43ef3","NL-HlmNHA_1478_12465K00_26","1","1","1","random_2","1","","Kleinbeeld 1973","Burgemeester Akersloot","{56010}","","","{""B en W""}","{227d3a46-6018-7cd5-9d92-598256799b94,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,97a2afcc-7548-3055-09d9-adfbe7044cd1,474f47b9-8ef4-5ece-6c43-c5a1020b6bfd,c4db0acb-a485-a644-581f-ef8e352c3236}","{NULL,NULL,NULL,NULL,NULL}"
"4f6a7a29-6330-dd26-6474-0abde9c04ee0","NL-HlmNHA_1478_14376K01_39","1","1","1","random_9","1","","Kleinbeeld 1976","50 jr. bestaan voetbalver. DIO Schalkwijk.","{65198,65197}","","","{""Jubileum, jubilea"",""Voetbal DIO""}","{4bf7374b-084e-6d72-b196-d4e418254682,9c9fdd99-5832-a001-3ac0-6938d00e4c74,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,25fa0c76-63dd-58be-0265-8fcfa54db6e1,1da309e9-56e8-882f-b48d-b88bd69e3fab}","{NULL,NULL,NULL,NULL,NULL}"
"4f76b4b4-4a5c-c9df-8218-add7d23ef1c7","NL-HlmNHA_1478_06109K02_01","1","1","1","random_14","","","Kleinbeeld 1968","Bloemenmeisjes in Volendam","{36916}","","","{""Bloemen en bloemenmeisjes""}","{20f2779d-9c21-0052-9289-52040fb4d54e,9571146c-71de-7477-b892-3c6f0dba1d7e,9b975476-aa14-6e4d-1d71-e7db3d82285e,bdc7a6c2-432f-cb2c-de8f-275265effcdc,42b2daf6-eaad-a3eb-ab9e-d31c080765c3}","{NULL,NULL,NULL,NULL,NULL}"
"4f77b7b2-1b6d-3705-8c21-b915ec37300c","NL-HlmNHA_1478_12137K01_01","1","1","1","random_15","1","","Kleinbeeld 1973","Reportage Hillegomse kinderen in Rotterdam","{55064,55065}","","","{Reportage}","{dfda4e8b-b37e-63e8-7cd9-c560d66fe841,f4f08a49-64fe-3e88-1350-1341528c6b94,b489c7cd-763e-aee3-dc8b-1d569d3370cb,57c77c9c-655f-ac10-9b42-d2640f84ed62,87757ebc-289d-32e3-6749-cfc41f17ca64}","{NULL,NULL,NULL,NULL,NULL}"
"4f86cc74-76cc-c0f8-cd36-dbece27a410b","NL-HlmNHA_1478_26259K00_03","1","1","1","random_18","","","Kleinbeeld 1986","Opening HAT eenheden Zijlstraat","{118920}","","","{""Opening, openingen, in gebruik name""}","{87757ebc-289d-32e3-6749-cfc41f17ca64,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,e15f3c52-5da4-d870-00e8-a29b1f5045af,716595d3-8302-c8ce-3dd7-cc094a31a170,1da309e9-56e8-882f-b48d-b88bd69e3fab}","{NULL,NULL,NULL,NULL,NULL}"
"4f893685-7cf3-ff2a-a526-07036936dd6c","NL-HlmNHA_1478_17144K01_04","1","1","1","random_13","1","","Kleinbeeld 1978","Repetitie Bavo-dag ( café de Wandelaar )","{77860}","","","{Repetitie}","{5f261977-2ee0-3e45-8ad7-53ab45d2a466,dfda4e8b-b37e-63e8-7cd9-c560d66fe841,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,38226bd1-158d-2be7-dd1e-154630710f05}","{NULL,NULL,NULL,NULL,NULL}"
"4f8aa58f-3c9f-e4f0-63e2-b714002fe56c","NL-HlmNHA_1478_12701K00_32","1","1","1","random_20","1","","Kleinbeeld 1974","Brievenbus in Aerdenhout.","{56805}","","","{""Gekke dingen""}","{086db4c8-b874-7d48-1944-e81f0030d0d6,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,0199e8d2-824a-b19a-be6a-5ee3beb624b5,1f83148f-2618-e653-12bf-7395f3496f23}","{NULL,NULL,NULL,NULL,NULL}"
"4f90e902-ecd5-6633-759c-6a04a19a5a51","NL-HlmNHA_1478_15265K01_11","1","1","1","random_20","1","","Kleinbeeld 1977","Afscheid Burgemeester Nielen Heemskerk","{70073}","","","{Burgemeesters}","{e15f3c52-5da4-d870-00e8-a29b1f5045af,d818ce63-45c9-31a8-3ee5-7b24db86536d,716595d3-8302-c8ce-3dd7-cc094a31a170,57c77c9c-655f-ac10-9b42-d2640f84ed62,9b975476-aa14-6e4d-1d71-e7db3d82285e}","{NULL,NULL,NULL,NULL,NULL}"
"4f9a912b-5cad-c1a1-631c-e93462aa8c72","NL-HlmNHA_1478_19577K01_25","1","1","1","random_12","","","Kleinbeeld 1980","Mooi weer reportage Haarlem","{86832,86831}","","","{Reportage,Zonnen}","{66d3272b-dc63-c875-b7a1-a15f38b87df4,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,9b975476-aa14-6e4d-1d71-e7db3d82285e,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,0199e8d2-824a-b19a-be6a-5ee3beb624b5}","{NULL,NULL,NULL,NULL,NULL}"
"4f9af1d4-cf98-8aa4-26da-663abed6ab91","NL-HlmNHA_1478_06430K01_02","1","1","1","random_17","","","Kleinbeeld 1968","Opening Zijlweg","{38198,38199}","","","{""Opening, openingen, in gebruik name"",""Wegen, wegenbouw, wegenbeplanting""}","{0261181d-00de-fbd5-7889-882d29340de3,04c8f727-f4be-4673-47ef-c6cb161bb0b3,e119f947-9a96-32da-27b3-ed3fdd0bd681,87757ebc-289d-32e3-6749-cfc41f17ca64,d454f996-fd20-a1c2-16a8-3a0d7acd47b7}","{NULL,NULL,NULL,NULL,NULL}"
"4f9cc2b4-7bcf-52d4-13cc-e38ca5736d6b","NL-HlmNHA_1478_09391K00_06","1","1","1","random_1","1","","Kleinbeeld 1971","Ext. Fa. v.d. Broek","{48341}","","","{Exterieur}","{d454f996-fd20-a1c2-16a8-3a0d7acd47b7,cada4aaf-64c9-ac97-e443-be2eccb7f895,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,d5a80a03-d4c9-079d-407e-429bb38fe5d0,9571146c-71de-7477-b892-3c6f0dba1d7e}","{NULL,NULL,NULL,NULL,NULL}"
"4f9f7783-431f-9b90-dd3f-f096f8a96b08","NL-HlmNHA_1478_29868K00_30","1","1","1","random_1","","","Kleinbeeld 1988","Gildepenning voor twee cursisten slagersvakopleiding","{137038}","","","{Uitreiking}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,d818ce63-45c9-31a8-3ee5-7b24db86536d,43642043-b5da-888a-ccc7-f6715167a42a,716595d3-8302-c8ce-3dd7-cc094a31a170,25fa0c76-63dd-58be-0265-8fcfa54db6e1}","{NULL,NULL,NULL,NULL,NULL}"
"4fb217be-2bd9-59aa-359b-5d590d3b9cf1","NL-HlmNHA_1478_21022K00_02","1","1","1","random_2","","","Kleinbeeld 1981","Werkzaamheden Jaagpad Haarlem","{92750}","","","{Werkzaamheden}","{ae1ee599-e9cc-f5cd-fd36-1928117575cb,54b7e786-c900-f102-4ff0-3cf505bdef33,0199e8d2-824a-b19a-be6a-5ee3beb624b5,d5a80a03-d4c9-079d-407e-429bb38fe5d0,42b2daf6-eaad-a3eb-ab9e-d31c080765c3}","{NULL,NULL,NULL,NULL,NULL}"
"4fba347b-3c14-5de5-fbdd-7d156cf3224c","NL-HlmNHA_1478_23986K00_08","1","1","1","random_14","","","Kleinbeeld 1984","Boerderij Meervrucht en varkensfokkerij Badhoevedorp, varkens met biggen","{100567,106451,106452}","","","{Boerderijen,Dieren,Fokkerij}","{227d3a46-6018-7cd5-9d92-598256799b94,7cc6deb8-3e98-1f09-0dce-e67f36e1f3c4,086db4c8-b874-7d48-1944-e81f0030d0d6,0bfe4e84-90fa-72c7-ce6f-2d841f6a84a6,e119f947-9a96-32da-27b3-ed3fdd0bd681}","{NULL,NULL,NULL,NULL,NULL}"
