uuid,register_number,log_number,card_number,subcollectie,serie_name,preference,description,entry_number,catalog_card,catalog_card_scan,location,person,date,code,log_page_id,object_number,file_uuid,file_name,dam_path
f922d5cd-2c62-bfdd-4aec-283869c2468f,NL-HlmNHA_1478_16083K01,NL-HlmNHA_1478_16083K,01,K,"Kleinbeeld 1977",1977,"Bloemenmeisje Liesbeth Kapitein",73608,"Bloemen en bloemenmeisjes",NHA012000002_B_0420,,"Kapitein, Liesbeth",20-10-1977,NL-HlmNHA_1478_16083K,,NL-HlmNHA_1478_16083K01_29,37c3e2ce-0aea-0b95-4160-2b815c54c3d0,NL-HlmNHA_1478_16083K01_29,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16083K01/"
e4986e9e-d38a-f567-c2c3-2ff93a813e33,NL-HlmNHA_1478_14679K00,NL-HlmNHA_1478_14679K,00,K,"Kleinbeeld 1976",1976,"Prijsuitreiking Landjuweel, Haarlem",67114|67112,Prijsuitreiking|Toneel,NHA012000016_P_0819|NHA012000019_T_0258,,,12-06-1976,NL-HlmNHA_1478_14679K,,NL-HlmNHA_1478_14679K00_13,0e287dc1-fb4f-076f-4210-f05bf6e00562,NL-HlmNHA_1478_14679K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14679K00/"
3f14d685-4b49-6a31-3cd9-2ca404c3d0b1,NL-HlmNHA_1478_12426K00,NL-HlmNHA_1478_12426K,00,K,"Kleinbeeld 1973",1973,"Opening voetgangersdomein Houtbrug + city gastvrouwen delen bonnen uit",55915,"Opening, openingen, in gebruik name",NHA012000015_O_0199,,,10-11-1973,NL-HlmNHA_1478_12426K,,NL-HlmNHA_1478_12426K00_25,72f1e9af-3603-5b7e-3b10-82cf38114202,NL-HlmNHA_1478_12426K00_25,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_12426K00/"
a9a821d5-0750-f2e7-11f3-3cbf3df4bc41,NL-HlmNHA_1478_01033K00,NL-HlmNHA_1478_01033K,00,K,"Kleinbeeld 1963",1963,"Cees Smal en Cees Slinger",25267|25268,Muziek|Personen,NHA012000013_M_0321|NHA012000016_P_0364,,"Smal, Cees",31-07-1963,NL-HlmNHA_1478_01033K,,NL-HlmNHA_1478_01033K00_13,cf167d02-39a7-b0c9-0827-5f4a636d16c2,NL-HlmNHA_1478_01033K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_01033K00/"
75207b59-89d7-2508-39a2-308e79f6b77a,NL-HlmNHA_1478_10374K00,NL-HlmNHA_1478_10374K,00,K,"Kleinbeeld 1972",1972,"Carnaval de Scheve Schaats",51339,Carnaval,NHA012000003_C_0044,,,12-02-1972,NL-HlmNHA_1478_10374K,,NL-HlmNHA_1478_10374K00_11,2dcdd48b-409b-6ef4-6fb2-30cb1882658c,NL-HlmNHA_1478_10374K00_11,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10374K00/"
5d08f1a8-8457-a52d-18f6-508ed8e79119,NL-HlmNHA_1478_09424K01,NL-HlmNHA_1478_09424K,01,K,"Kleinbeeld 1971",1971,Bloemencorso,48455,"Bloemencorso, bloemententoonstelling",NHA012000002_B_0402,,,24-04-1971,NL-HlmNHA_1478_09424K,,NL-HlmNHA_1478_09424K01_33,0d45b2cb-0de5-1860-6881-c2331b1f5b16,NL-HlmNHA_1478_09424K01_33,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09424K01/"
ccc194b2-e765-18cf-316d-c2479f0fa716,NL-HlmNHA_1478_09424K01,NL-HlmNHA_1478_09424K,01,K,"Kleinbeeld 1971",1971,"Onderscheiding hr. Strijbos",48458,Onderscheidingen,NHA012000015_O_0043,,,24-04-1971,NL-HlmNHA_1478_09424K,,NL-HlmNHA_1478_09424K01_29,71a74db7-d315-98fc-36b8-2e18d9d17ff4,NL-HlmNHA_1478_09424K01_29,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09424K01/"
218c2c65-4962-9e97-dcde-6885e922bbdb,NL-HlmNHA_1478_19071K00,NL-HlmNHA_1478_19071K,00,K,"Kleinbeeld 1980",1980,"Interieur slagerij 'de slager' Hannie Schaftstraat",84869|84870,"Interieur|Slachten en slachthuizen, slagerijen",NHA012000009_I_0036|NHA012000018_S_0082,"Haarlem, Hannie Schaftstraat",,14-03-1980,NL-HlmNHA_1478_19071K,,NL-HlmNHA_1478_19071K00_15,26e58817-3fd4-e8ba-2687-f4e4273f02fd,NL-HlmNHA_1478_19071K00_15,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19071K00/"
0b4be0d1-fbab-2ba8-4845-17410fcf93bb,NL-HlmNHA_1478_15390K01,NL-HlmNHA_1478_15390K,01,K,"Kleinbeeld 1977",1977,Kinderspeelzaal,70673,"Zeeweg ziekenhuis",NHA012000024_Z_0073,,,18-03-1977,NL-HlmNHA_1478_15390K,,NL-HlmNHA_1478_15390K01_31,77fba73c-d79a-0234-3e4a-adb65c2247d4,NL-HlmNHA_1478_15390K01_31,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15390K01/"
59ab57d7-3c7a-b8cf-a1fc-f889d71055b7,NL-HlmNHA_1478_14573K00,NL-HlmNHA_1478_14573K,00,K,"Kleinbeeld 1976",1976,"Verkoop turn paard Purmerend VARA televisie",66411|66412,Televisie|Verkoop,NHA012000019_T_0088|NHA012000021_V_0166,,,04-05-1976,NL-HlmNHA_1478_14573K,,NL-HlmNHA_1478_14573K00_21,6325dafc-9961-5a2d-248b-46ab2dcbc017,NL-HlmNHA_1478_14573K00_21,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14573K00/"
e995a7f0-b48a-823d-9790-2cf210115018,NL-HlmNHA_1478_13422K00,NL-HlmNHA_1478_13422K,00,K,"Kleinbeeld 1974",1974,"""St. Maarten optocht speeltuin ""Zaanoord.""",59621,"St. Maarten",NHA012000018_S_0045,,,11-11-1974,NL-HlmNHA_1478_13422K,,NL-HlmNHA_1478_13422K00_15,540e6335-2345-2e7e-00fe-90b79999e8cf,NL-HlmNHA_1478_13422K00_15,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13422K00/"
01279fd8-e4ab-7a8e-8676-b1238c9abb8b,NL-HlmNHA_1478_16029K00,NL-HlmNHA_1478_16029K,00,K,"Kleinbeeld 1977",1977,"Nederland - Rusland",73407,"Voetbal Nederland",NHA012000021_V_0801,,,05-10-1977,NL-HlmNHA_1478_16029K,,NL-HlmNHA_1478_16029K00_16,b5da09e4-550d-493c-4fca-5f0b695f1807,NL-HlmNHA_1478_16029K00_16,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16029K00/"
41ad5a20-fb3d-c129-7ced-81b3aa8959c8,NL-HlmNHA_1478_08363K02,NL-HlmNHA_1478_08363K,02,K,"Kleinbeeld 1970",1970,"Poort Kinderhuissingel",45347,Exterieur,NHA012000005_E_0271,"Haarlem, Kinderhuissingel",,16-06-1970,NL-HlmNHA_1478_08363K,,NL-HlmNHA_1478_08363K02_22,e83b1b89-9589-7eab-0e19-213189ed6a61,NL-HlmNHA_1478_08363K02_22,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_08363K02/"
01a5bc62-c162-1584-4670-44fa15c746ac,NL-HlmNHA_1478_11709K00,NL-HlmNHA_1478_11709K,00,K,"Kleinbeeld 1973",1973,"Int. bibliotheek Heemstede",53892,Interieur,NHA012000009_I_0053,,,12-04-1973,NL-HlmNHA_1478_11709K,,NL-HlmNHA_1478_11709K00_31,eccbb4a3-5b95-a521-5b45-5d824d1d55e3,NL-HlmNHA_1478_11709K00_31,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_11709K00/"
9998fc12-b8f3-c2d0-bf93-3bf68844b311,NL-HlmNHA_1478_07680K00,NL-HlmNHA_1478_07680K,00,K,"Kleinbeeld 1969",1969,"Elftal Lisse",43169,Elftallen,NHA012000005_E_0076,,,09-11-1969,NL-HlmNHA_1478_07680K,,NL-HlmNHA_1478_07680K00_29,325837de-6a62-7796-4d64-7dc23df03c04,NL-HlmNHA_1478_07680K00_29,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07680K00/"
4edbb93b-17b1-1c89-2e38-b2f13488d599,NL-HlmNHA_1478_46265K00,NL-HlmNHA_1478_46265K,00,K,"Kleinbeeld2 rest",1998,"Jan de Ruiter bij snelweg",L61685,,,,"Ruiter, Jan de",16-11-1998,NL-HlmNHA_1478_46265K,NL-HlmNHA_1499_53_0004_R,NL-HlmNHA_1478_46265K00_02,d861c0e7-19fb-10ac-02de-556b4fe03a4b,NL-HlmNHA_1478_46265K00_02,"/VeleHanden Fotopersbureau De Boer/Batch_09/NL-HlmNHA_1478_46265K00/"
5833b529-2ba6-f870-cf87-407114278e6a,NL-HlmNHA_1478_46265K00,NL-HlmNHA_1478_46265K,00,K,"Kleinbeeld2 rest",1998,"Exterieur de Schalm",L61689,,,,,16-11-1998,NL-HlmNHA_1478_46265K,NL-HlmNHA_1499_53_0004_R,NL-HlmNHA_1478_46265K00_21,513c60b5-c41c-6fde-f4cd-3812dc56d2df,NL-HlmNHA_1478_46265K00_21,"/VeleHanden Fotopersbureau De Boer/Batch_09/NL-HlmNHA_1478_46265K00/"
9e0cda7c-0640-38a0-b919-043b3f504888,NL-HlmNHA_1478_46265K00,NL-HlmNHA_1478_46265K,00,K,"Kleinbeeld2 rest",1998,"Exterieur Randstad gebouw",L61688,,,,,16-11-1998,NL-HlmNHA_1478_46265K,NL-HlmNHA_1499_53_0004_R,NL-HlmNHA_1478_46265K00_18,fff6259b-9811-e7ec-93a3-2c76c5f1cd08,NL-HlmNHA_1478_46265K00_18,"/VeleHanden Fotopersbureau De Boer/Batch_09/NL-HlmNHA_1478_46265K00/"
993d94dd-25e9-6a0c-4358-fcd082330dac,NL-HlmNHA_1478_12013K00,NL-HlmNHA_1478_12013K,00,K,"Kleinbeeld 1973",1973,"Nederland - Italië",54752,Honkbal,NHA012000008_H_0354,,,04-07-1973,NL-HlmNHA_1478_12013K,,NL-HlmNHA_1478_12013K00_08,ff3f1e2e-7f4c-755e-b66f-46a592a5922c,NL-HlmNHA_1478_12013K00_08,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_12013K00/"
1a76a200-8cb5-a170-024c-dddc5456bf7f,NL-HlmNHA_1478_05589K00,NL-HlmNHA_1478_05589K,00,K,"Kleinbeeld 1967",1967,"Meisje in minirok",34956,Personen,NHA012000016_P_0316,,,17-10-1967,NL-HlmNHA_1478_05589K,,NL-HlmNHA_1478_05589K00_02,284c8359-554d-325b-c9a1-fb80a6c39037,NL-HlmNHA_1478_05589K00_02,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_05589K00/"
f9dbccfc-333a-bab0-3480-2f49762aacf5,NL-HlmNHA_1478_05589K00,NL-HlmNHA_1478_05589K,00,K,"Kleinbeeld 1967",1967,"Sluiting fabriek",34967,Gebouwen,NHA012000007_G_0276,,,17-10-1967,NL-HlmNHA_1478_05589K,,NL-HlmNHA_1478_05589K00_24,b6449a31-4496-57e3-7159-98adc540e5fd,NL-HlmNHA_1478_05589K00_24,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_05589K00/"
9be42cae-5f4c-5b44-72d9-64817e546306,NL-HlmNHA_1478_10456K00,NL-HlmNHA_1478_10456K,00,K,"Kleinbeeld 1972",1972,"Sminken kinderoperette",51620,Toneel,NHA012000019_T_0262,,,12-03-1972,NL-HlmNHA_1478_10456K,,NL-HlmNHA_1478_10456K00_36,f9b71dc7-2b0e-9c75-81cd-7938c68e171c,NL-HlmNHA_1478_10456K00_36,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10456K00/"
8401f9b5-c537-e8ef-54da-656589290aa6,NL-HlmNHA_1478_24777K00,NL-HlmNHA_1478_24777K,00,K,"Kleinbeeld 1985",1985,"Schoolbasketbal, Hillegom",111300,Scholen,NHA012000018_S_0556,Hillegom,,03-01-1985,NL-HlmNHA_1478_24777K,,NL-HlmNHA_1478_24777K00_35,82b80807-6f6e-ea16-f36a-84932ed97e09,NL-HlmNHA_1478_24777K00_35,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24777K00/"
01e3818d-8620-901a-0bea-98703a38a9c6,NL-HlmNHA_1478_06888K00,NL-HlmNHA_1478_06888K,00,K,"Kleinbeeld 1969",1969,"Theunissen Telstar",40222,"Voetbal personen en trainers",NHA012000021_V_0635,,,27-02-1969,NL-HlmNHA_1478_06888K,,NL-HlmNHA_1478_06888K00_25,02aa8034-823f-6fdd-1ae5-c0fb3839bded,NL-HlmNHA_1478_06888K00_25,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06888K00/"
97033f12-238b-df84-f87c-4ad63af4385a,NL-HlmNHA_1478_12397K00,NL-HlmNHA_1478_12397K,00,K,"Kleinbeeld 1973",1973,"Bussen voor Hoogovens",55850,"Bussen, bustochten",NHA012000002_B_0809,,,02-11-1973,NL-HlmNHA_1478_12397K,,NL-HlmNHA_1478_12397K00_14,b239f636-bdad-e481-9f2b-c639db42c4e2,NL-HlmNHA_1478_12397K00_14,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_12397K00/"
4a74fbf2-2860-759f-51ac-6e0a56bf80ca,NL-HlmNHA_1478_12397K00,NL-HlmNHA_1478_12397K,00,K,"Kleinbeeld 1973",1973,"Ext. pand, Gierstraat 50",55859,Exterieur,NHA012000005_E_0250,"Haarlem, Gierstraat",,03-11-1973,NL-HlmNHA_1478_12397K,,NL-HlmNHA_1478_12397K00_22,e53214b3-cc46-acb8-2a2e-17e69faefc8b,NL-HlmNHA_1478_12397K00_22,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_12397K00/"
a7e59274-9e83-34b0-99a4-2bef72140d31,NL-HlmNHA_1478_12979K00,NL-HlmNHA_1478_12979K,00,K,"Kleinbeeld 1974",1974,"Scholieren en B. en W. films Neuwied [partnerstad van Beverwjk]",57765|57766,"B en W|Scholieren",NHA012000002_B_0849|NHA012000018_S_0633,,,21-05-1974,NL-HlmNHA_1478_12979K,,NL-HlmNHA_1478_12979K00_06,a9e9b857-2d2e-74d7-b984-e0d0748edad7,NL-HlmNHA_1478_12979K00_06,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_12979K00/"
312489ab-8e65-ddbd-408c-0f98423a80b3,NL-HlmNHA_1478_16138K01,NL-HlmNHA_1478_16138K,01,K,"Kleinbeeld 1977",1977,"Raadsfracties Heemskerk: VVD - CDA - PPR - PVDA Heemskerk",73865,Raadsleden,NHA012000017_R_0302,,,07-11-1977,NL-HlmNHA_1478_16138K,,NL-HlmNHA_1478_16138K01_21,7dc66f0b-d189-d4f1-7c61-93d240fe9043,NL-HlmNHA_1478_16138K01_21,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16138K01/"
1ff0da19-39cf-85f1-53a6-3ee6c7825482,NL-HlmNHA_1478_08997K00,NL-HlmNHA_1478_08997K,00,K,"Kleinbeeld 1970",1970,"Nieuw klaslokaal als winkel",47091,Scholen,NHA012000018_S_0609,,,09-12-1970,NL-HlmNHA_1478_08997K,,NL-HlmNHA_1478_08997K00_08,7cace7d6-5994-7f50-6f5f-d66255938969,NL-HlmNHA_1478_08997K00_08,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_08997K00/"
7a9a7c5c-a41f-c11a-7f23-3feed359e2a2,NL-HlmNHA_1478_09877K00,NL-HlmNHA_1478_09877K,00,K,"Kleinbeeld 1971",1971,"Telstar - DWS",49896,"Voetbal Telstar",NHA012000021_V_0858,,,19-09-1971,NL-HlmNHA_1478_09877K,,NL-HlmNHA_1478_09877K00_10,6451a922-4be4-646f-e075-55b353918aab,NL-HlmNHA_1478_09877K00_10,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09877K00/"
0c383901-ff46-e7a1-ce25-606556a0655e,NL-HlmNHA_1478_00237K00,NL-HlmNHA_1478_00237K,00,K,"Kleinbeeld 1961",1961,"Marswedstrijd Vijfhuizen",22530,Muziek,NHA012000013_M_0323,,,16-09-1961,NL-HlmNHA_1478_00237K,,NL-HlmNHA_1478_00237K00_16,e2f2ecd7-f287-04ee-dee2-904bcb67d833,NL-HlmNHA_1478_00237K00_16,"/VeleHanden Fotopersbureau De Boer/Pilot_batch/NL-HlmNHA_1478_00237K00/"
82608773-23cd-51bc-cd0d-1b6c10735af2,NL-HlmNHA_1478_00237K00,NL-HlmNHA_1478_00237K,00,K,"Kleinbeeld 1961",1961,"H.M.ontvangt delegatie Nieuw Genuia raad",22527,"Koninklijke ontvangsten en Koninklijke bezoeken",NHA012000011_K_0286,,,16-09-1961,NL-HlmNHA_1478_00237K,,NL-HlmNHA_1478_00237K00_02,a4dcd97d-672f-c97a-c510-b0f3611f51e4,NL-HlmNHA_1478_00237K00_02,"/VeleHanden Fotopersbureau De Boer/Pilot_batch/NL-HlmNHA_1478_00237K00/"
a28b5877-ac59-784d-de14-77d76f43b042,NL-HlmNHA_1478_26674K00,NL-HlmNHA_1478_26674K,00,K,"Kleinbeeld 1986",1986,"BSM - KIC",120887,Handbal,NHA012000008_H_0111,,,24-08-1986,NL-HlmNHA_1478_26674K,,NL-HlmNHA_1478_26674K00_31,84d7d682-465f-91c2-3a00-33a7b9a00303,NL-HlmNHA_1478_26674K00_31,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26674K00/"
928eb234-bed7-634e-b4cf-ae3a5eec9b6f,NL-HlmNHA_1478_22423K01,NL-HlmNHA_1478_22423K,01,K,"Kleinbeeld 1982",1982,"""Concert ""Boventoon"" in Witte Tejater""",98689|98690,Concerten|Muziek,NHA012000003_C_0147|NHA012000013_M_0275,,,17-10-1982,NL-HlmNHA_1478_22423K,,NL-HlmNHA_1478_22423K01_30,83d94a99-52be-caa9-3809-496dd8405445,NL-HlmNHA_1478_22423K01_30,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22423K01/"
0dd191bf-c572-3378-7e47-b0ea06d50401,NL-HlmNHA_1478_18874K00,NL-HlmNHA_1478_18874K,00,K,"Kleinbeeld 1980",1980,"Tekenavond Terpentijn, IJm.",84090,"Tekenen, tekeningen",NHA012000019_T_0053,IJmuiden,,17-01-1980,NL-HlmNHA_1478_18874K,,NL-HlmNHA_1478_18874K00_35,ef2c7ee3-c9cb-56f6-5542-69fd6623a3b9,NL-HlmNHA_1478_18874K00_35,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_18874K00/"
c085c352-427f-e2f8-9b99-4f0e5b7eabbf,NL-HlmNHA_1478_13309K01,NL-HlmNHA_1478_13309K,01,K,"Kleinbeeld 1974",1974,"Ext. van een flat in Schalkwijk",59021,Exterieur,NHA012000005_E_0237,,,20-09-1974,NL-HlmNHA_1478_13309K,,NL-HlmNHA_1478_13309K01_10,e9a0a2af-0011-4ff2-1f20-6af8c29e66a0,NL-HlmNHA_1478_13309K01_10,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13309K01/"
c034ca12-4004-a883-49cd-1dec6b789f70,NL-HlmNHA_1478_20611K00,NL-HlmNHA_1478_20611K,00,K,"Kleinbeeld 1981",1981,"Stands op NOT Utrecht VNU",91021,"VNU Vereniging Nederlandse Uitgeverijen",NHA012000021_V_0316,Utrecht,,15-04-1981,NL-HlmNHA_1478_20611K,,NL-HlmNHA_1478_20611K00_25,fed60d76-d08d-388d-7bd7-9ea161f30f62,NL-HlmNHA_1478_20611K00_25,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20611K00/"
6a516cf7-a811-4a41-97b2-1d28525a5447,NL-HlmNHA_1478_07969K00,NL-HlmNHA_1478_07969K,00,K,"Kleinbeeld 1970",1970,"Plaat en klok kerk",44076,"Rooms Katholieke kerken, R.K. kerken",NHA012000011_K_0095,,,19-02-1970,NL-HlmNHA_1478_07969K,,NL-HlmNHA_1478_07969K00_24,0b8d239b-ec0c-f288-ed0f-0e9dff1fef51,NL-HlmNHA_1478_07969K00_24,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07969K00/"
da36a182-bf4a-4b7c-bf8d-5e2a32888518,NL-HlmNHA_1478_06552K00,NL-HlmNHA_1478_06552K,00,K,"Kleinbeeld 1968",1968,"Portret deken Beemer",38794,Geestelijken,NHA012000007_G_0227,,,11-10-1968,NL-HlmNHA_1478_06552K,,NL-HlmNHA_1478_06552K00_05,a1fb8b3e-1146-9ae4-1291-4efb7eef0ad4,NL-HlmNHA_1478_06552K00_05,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06552K00/"
41b94a8a-d9e1-e18d-7318-f76c80f176bf,NL-HlmNHA_1478_14604K00,NL-HlmNHA_1478_14604K,00,K,"Kleinbeeld 1976",1976,"Kampioensvreugde Haarlem",66594,"Voetbal Haarlem",NHA012000021_V_0727,,,16-05-1976,NL-HlmNHA_1478_14604K,,NL-HlmNHA_1478_14604K00_21,bbd13be1-b3b0-f3bb-23cc-878bb6833d76,NL-HlmNHA_1478_14604K00_21,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14604K00/"
00434e7e-2b70-32e8-0abd-97e1cfb21065,NL-HlmNHA_1478_25344K00,NL-HlmNHA_1478_25344K,00,K,"Kleinbeeld 1985",1985,"Italie - Nederland",114689,Softbal,NHA012000018_S_0158,,,21-07-1985,NL-HlmNHA_1478_25344K,,NL-HlmNHA_1478_25344K00_29,4f02b90d-30b7-717a-553f-67836015e8ab,NL-HlmNHA_1478_25344K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25344K00/"
83ba3f99-ef79-51da-576b-c0fd82b3c891,NL-HlmNHA_1478_07641K00,NL-HlmNHA_1478_07641K,00,K,"Kleinbeeld 1969",1969,"Exterieur bowlingcentrum",43028|43029,Exterieur|Kegelen,NHA012000005_E_0275|NHA012000011_K_0061,,,28-10-1969,NL-HlmNHA_1478_07641K,,NL-HlmNHA_1478_07641K00_11,67c52da1-4bdb-99c9-9d2b-0e08bed67062,NL-HlmNHA_1478_07641K00_11,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07641K00/"
03a3dad3-3a19-ba6b-da78-c935616130ed,NL-HlmNHA_1478_19739K00,NL-HlmNHA_1478_19739K,00,K,"Kleinbeeld 1980",1980,"Formule I avond + Fuego",87447,Renault,NHA012000017_R_0183,,,01-09-1980,NL-HlmNHA_1478_19739K,,NL-HlmNHA_1478_19739K00_19,67a4463e-6dea-079b-f57c-23758114e026,NL-HlmNHA_1478_19739K00_19,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19739K00/"
99bc94a3-ac9a-247a-64f2-76a6833c5399,NL-HlmNHA_1478_05053K00,NL-HlmNHA_1478_05053K,00,K,"Kleinbeeld 1967",1967,"Vietnam demonstratie, Amsterdam",33339,Demonstatie,NHA012000004_D_0064,,,15-04-1967,NL-HlmNHA_1478_05053K,,NL-HlmNHA_1478_05053K00_24,8677fa8e-70c3-246e-140e-5e3c4b292377,NL-HlmNHA_1478_05053K00_24,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_05053K00/"
53f99da1-eb85-146d-1293-214aa93cb944,NL-HlmNHA_1478_14186K00,NL-HlmNHA_1478_14186K,00,K,"Kleinbeeld 1975",1975,"Ext. HD, Schalkwijk",64179|64180,"Exterieur|Haarlems Dagblad e.d. en IJmuider Courant en Koeri",NHA012000005_E_0228|NHA012000008_H_0083,,,10-11-1975,NL-HlmNHA_1478_14186K,,NL-HlmNHA_1478_14186K00_13,3f9ecdd4-c606-c184-7a6e-03fdb4071621,NL-HlmNHA_1478_14186K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14186K00/"
53bed949-72e7-416c-a889-193906b05627,NL-HlmNHA_1478_00699K01,NL-HlmNHA_1478_00699K,01,K,"Kleinbeeld 1963",1963,"Bejaardentehuis Zwanenburg",24444,Gebouwen,NHA012000007_G_0260,,,30-03-1963,NL-HlmNHA_1478_00699K,,NL-HlmNHA_1478_00699K01_26,861fabd9-f15e-6f6a-520d-614482bb28a2,NL-HlmNHA_1478_00699K01_26,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_00699K01/"
63a4c75d-e3c7-b486-eb87-9b9d4bd6da5d,NL-HlmNHA_1478_06954K00,NL-HlmNHA_1478_06954K,00,K,"Kleinbeeld 1969",1969,"DEM - Hollandia",40455,Voetbal,NHA012000021_V_0524,,,23-03-1969,NL-HlmNHA_1478_06954K,,NL-HlmNHA_1478_06954K00_28,ceea5bac-4c66-d3bb-a530-21ece90e1ba1,NL-HlmNHA_1478_06954K00_28,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06954K00/"
49467239-9916-b62c-967a-1494332b19d7,NL-HlmNHA_1478_27043K00,NL-HlmNHA_1478_27043K,00,K,"Kleinbeeld 1986",1986,"Rondgang Sint bij bekende Haarlemmers",122835,"St. Nicolaas, Sinterklaas",NHA012000018_S_0054,Haarlem,,03-12-1986,NL-HlmNHA_1478_27043K,,NL-HlmNHA_1478_27043K00_05,35917188-bc6c-c13f-4e5c-3a3c58712f34,NL-HlmNHA_1478_27043K00_05,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_27043K00/"
951010ec-14fe-b1f3-504c-439ceaf946db,NL-HlmNHA_1478_27043K00,NL-HlmNHA_1478_27043K,00,K,"Kleinbeeld 1986",1986,"Terrein met toekomstige bewoners P. Heinstraat",122843,Terreinen,NHA012000019_T_0183,", Piet Heinstraat",,03-12-1986,NL-HlmNHA_1478_27043K,,NL-HlmNHA_1478_27043K00_29,39a9fe08-54da-152a-6e47-51d47dc38659,NL-HlmNHA_1478_27043K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_27043K00/"
d331f913-064a-c6c2-4354-c5662e07b364,NL-HlmNHA_1478_05924K01,NL-HlmNHA_1478_05924K,01,K,"Kleinbeeld 1968",1968,"Exterieur Velserend",36220,Exterieur,NHA012000005_E_0286,,,19-02-1968,NL-HlmNHA_1478_05924K,,NL-HlmNHA_1478_05924K01_09,e4aa5d0f-09d4-b405-092e-96dd1c35ba99,NL-HlmNHA_1478_05924K01_09,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_05924K01/"
f91a47c3-9c0a-ad72-718d-41a8507d8e01,NL-HlmNHA_1478_09685K00,NL-HlmNHA_1478_09685K,00,K,"Kleinbeeld 1971",1971,"Start Muggenronde",49239,Muggeronde,NHA012000013_M_0220,,,12-07-1971,NL-HlmNHA_1478_09685K,,NL-HlmNHA_1478_09685K00_18,82fa7cdf-6e0d-2e1e-026f-22d022a3e38a,NL-HlmNHA_1478_09685K00_18,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09685K00/"
