,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id,agreement,in_top_1,in_top_5
10916,"{'schaken_dammen': 0.05, 'keuken': 0.07, 'tentoonstelling': 0.17, 'vergaderruimte': 0.19, 'uitreiking_huldiging': 0.28}",uitreiking_huldiging,"['schaken_dammen', 'keuken', 'tentoonstelling', 'vergaderruimte', 'uitreiking_huldiging']",NL-HlmNHA_1478_03724K00_30,42072,12080,0,0,2022-04-01 11:30:40,12564,no_description_found,2022-04-08 17:33:48,2535,no_description_found,"winkel met witgoed, waarschijnlijk een opening",12564.0,disagree,0,0
10958,"{'groepsportret': 0.03, 'dieren_overig': 0.03, 'kunstwerk': 0.05, 'theater': 0.05, 'portret': 0.5700000000000001}",portret,"['groepsportret', 'dieren_overig', 'kunstwerk', 'theater', 'portret']",NL-HlmNHA_1478_03966K00_12,42087,12095,0,0,2022-04-01 11:38:13,12564,no_description_found,2022-04-08 20:26:48,2535,no_description_found,stoeptekenen,12564.0,agree,0,0
12308,"{'tentoonstelling': 0.05, 'groepsportret': 0.05, 'portret': 0.16, 'geestelijken': 0.2, 'brand': 0.32}",brand,"['tentoonstelling', 'groepsportret', 'portret', 'geestelijken', 'brand']",NL-HlmNHA_1478_10601K00_09,42490,12498,0,0,2022-04-01 15:50:05,9355,no_description_found,2022-04-11 17:13:27,2535,no_description_found,"Zie ik hier meest links Prins Bernhard, met zijn karakteristieke brilmontuur en anjer?",2535.0,disagree,0,0
13338,"{'standbeeld': 0.06, 'bouwplaats': 0.07, 'auto': 0.09, 'buiten_zwembad': 0.09, 'straat': 0.13}",straat,"['standbeeld', 'bouwplaats', 'auto', 'buiten_zwembad', 'straat']",NL-HlmNHA_1478_11666K00_12,43184,13192,0,0,2022-04-02 16:51:02,2786,straat,2022-04-15 15:45:08,12564,no_description_found,Vernielde bushalte.,9686.0,agree,0,0
13366,"{'auto_ongeluk': 0.04, 'waterweg': 0.06, 'woonwijk': 0.07, 'bos_park': 0.24, 'straat': 0.33}",straat,"['auto_ongeluk', 'waterweg', 'woonwijk', 'bos_park', 'straat']",NL-HlmNHA_1478_11677K00_36,43185,13193,0,0,2022-04-02 16:51:37,13212,bos_park,2022-04-15 15:46:06,12564,no_description_found,EEn parkeerplaats of festivalterrein achtergelaten met afvalbende,12564.0,disagree,0,0
13396,"{'auto_ongeluk': 0.04, 'portret': 0.05, 'bus_truck': 0.06, 'auto': 0.15, 'borden_gevelsteen': 0.55}",borden_gevelsteen,"['auto_ongeluk', 'portret', 'bus_truck', 'auto', 'borden_gevelsteen']",NL-HlmNHA_1478_11692K00_08,43186,13194,0,0,2022-04-02 16:51:33,2786,auto,2022-04-16 11:52:10,12564,no_description_found,Het lijkt een wrakkenopruiming om te veiligheid op de weg te waarborgen,12564.0,disagree,0,0
13620,"{'mensenmassa': 0.04, 'speech': 0.05, 'markt': 0.07, 'vergaderruimte': 0.25, 'etende_mensen': 0.51}",etende_mensen,"['mensenmassa', 'speech', 'markt', 'vergaderruimte', 'etende_mensen']",NL-HlmNHA_1478_11646K00_03,43181,13189,0,0,2022-04-02 16:50:31,13212,vergaderruimte,2022-04-15 15:43:50,12564,no_description_found,Het lijkt mij meer een receptie!,12564.0,disagree,0,0
14091,"{'strand': 0.03, 'mensen_op_een_boot': 0.04, 'fabriek': 0.08, 'portret': 0.1, 'bouwplaats': 0.52}",bouwplaats,"['strand', 'mensen_op_een_boot', 'fabriek', 'portret', 'bouwplaats']",NL-HlmNHA_1478_12360K00_20,43225,13233,0,0,2022-04-02 17:03:12,19703,muziek_optreden,2022-04-16 11:54:03,12564,no_description_found,muziekje draaien tijdens het werk,12564.0,agree,0,0
14123,"{'portret': 0.06, 'konijn': 0.14, 'hond': 0.14, 'vogels': 0.24, 'dieren_overig': 0.26}",dieren_overig,"['portret', 'konijn', 'hond', 'vogels', 'dieren_overig']",NL-HlmNHA_1478_05850K00_05,43243,13251,0,0,2022-04-02 17:36:00,19703,vogels,2022-04-16 11:55:32,12564,no_description_found,hanen en kippen keuring voor tentoonstelling,12564.0,agree,0,0
14203,"{'gebouw': 0.04, 'tentoonstelling': 0.04, 'herdenking': 0.09, 'kunstwerk': 0.15, 'portret': 0.33}",portret,"['gebouw', 'tentoonstelling', 'herdenking', 'kunstwerk', 'portret']",NL-HlmNHA_1478_10362K00_10,43440,13448,0,1,2022-04-03 08:30:16,9686,no_description_found,2022-04-18 10:28:09,13945,no_description_found,Maquette,21510.0,disagree,0,0
14225,"{'bruiloft': 0.05, 'portret': 0.05, 'optocht': 0.07, 'mensenmassa': 0.08, 'straat': 0.23}",straat,"['bruiloft', 'portret', 'optocht', 'mensenmassa', 'straat']",NL-HlmNHA_1478_07211K00_34,43298,13306,0,0,2022-04-02 18:09:03,19703,mensenmassa,2022-04-17 15:21:37,12564,no_description_found,kinderen wachten voor toegang tot een evenement,12564.0,agree,0,0
14274,"{'markt': 0.06, 'demonstratie': 0.09, 'bibliotheek_boekwinkel': 0.17, 'cafe': 0.2, 'tentoonstelling': 0.22}",tentoonstelling,"['markt', 'demonstratie', 'bibliotheek_boekwinkel', 'cafe', 'tentoonstelling']",NL-HlmNHA_1478_11553K00_25,43504,13512,0,0,2022-04-03 10:58:21,23144,demonstratie,2022-04-19 07:04:46,12564,no_description_found,een promotiebeurs,12564.0,disagree,0,0
14300,"{'voetbal': 0.06, 'buiten_zwembad': 0.07, 'hardlopen': 0.1, 'muziek_optreden': 0.1, 'circus': 0.27}",circus,"['voetbal', 'buiten_zwembad', 'hardlopen', 'muziek_optreden', 'circus']",NL-HlmNHA_1478_12086K00_17,43525,13533,0,0,2022-04-03 11:29:41,23144,hardlopen,2022-04-19 07:10:36,12564,no_description_found,rolschaatsen,12564.0,disagree,0,0
14326,"{'vergaderruimte': 0.06, 'groepsportret': 0.06, 'markt': 0.07, 'etende_mensen': 0.11, 'theater': 0.29}",theater,"['vergaderruimte', 'groepsportret', 'markt', 'etende_mensen', 'theater']",NL-HlmNHA_1478_06345K00_07,43264,13272,0,0,2022-04-02 17:58:11,19703,no_description_found,2022-04-16 11:58:39,12564,no_description_found,Indianenfestje voor kinderen,12564.0,agree,0,0
14334,"{'speech': 0.03, 'ontvangst_afscheid': 0.03, 'groepsportret': 0.06, 'vergaderruimte': 0.18, 'uitreiking_huldiging': 0.5700000000000001}",uitreiking_huldiging,"['speech', 'ontvangst_afscheid', 'groepsportret', 'vergaderruimte', 'uitreiking_huldiging']",NL-HlmNHA_1478_06962K00_19,43290,13298,0,0,2022-04-02 18:07:19,19703,no_description_found,2022-04-16 12:03:33,12564,no_description_found,Koninklijk paar. Beatrix en Claus,18244.0,agree,0,0
14391,"{'borden_gevelsteen': 0.04, 'vijver_plas': 0.07, 'dieren_overig': 0.1, 'gebouw': 0.16, 'bos_park': 0.44}",bos_park,"['borden_gevelsteen', 'vijver_plas', 'dieren_overig', 'gebouw', 'bos_park']",NL-HlmNHA_1478_07007K00_19,43292,13300,0,0,2022-04-02 18:07:38,19703,no_description_found,2022-04-16 12:04:15,12564,no_description_found,grasveld,12564.0,disagree,0,0
14395,"{'portret': 0.02, 'etende_mensen': 0.09, 'speech': 0.1, 'vergaderruimte': 0.29, 'groepsportret': 0.38}",groepsportret,"['portret', 'etende_mensen', 'speech', 'vergaderruimte', 'groepsportret']",NL-HlmNHA_1478_06353K01_30,43265,13273,0,0,2022-04-02 17:59:00,19703,mensenmassa,2022-04-16 11:59:18,12564,no_description_found,familie knutselfeestje,12564.0,agree,0,0
14401,"{'portret': 0.05, 'bouwplaats': 0.05, 'straat': 0.09, 'woonwijk': 0.11, 'markt': 0.27}",markt,"['portret', 'bouwplaats', 'straat', 'woonwijk', 'markt']",NL-HlmNHA_1478_08469K00_20,43351,13359,0,0,2022-04-02 20:03:10,19703,straat,2022-04-17 15:25:33,12564,no_description_found,huisraad voor grof vuil,12564.0,agree,0,0
14567,"{'woonwijk': 0.02, 'winkelstraat': 0.07, 'straat': 0.09, 'etalage': 0.25, 'gebouw': 0.46}",gebouw,"['woonwijk', 'winkelstraat', 'straat', 'etalage', 'gebouw']",NL-HlmNHA_1478_11668K00_21,43510,13518,0,0,2022-04-03 10:59:25,23144,winkelstraat,2022-04-19 07:07:27,12564,no_description_found,stratenmakers aan het werk bij winkelpand,12564.0,disagree,0,0
14569,"{'groepsportret': 0.02, 'theater': 0.02, 'tentoonstelling': 0.05, 'portret': 0.07, 'uitreiking_huldiging': 0.6900000000000001}",uitreiking_huldiging,"['groepsportret', 'theater', 'tentoonstelling', 'portret', 'uitreiking_huldiging']",NL-HlmNHA_1478_12107K00_35,43526,13534,0,0,2022-04-03 11:29:50,23144,uitreiking_huldiging,2022-04-19 07:11:16,12564,no_description_found,felicitaties in huiselijke kring,12564.0,agree,0,0
14597,"{'brand': 0.04, 'theater': 0.05, 'ontvangst_afscheid': 0.05, 'trein_station': 0.08, 'mensenmassa': 0.39}",mensenmassa,"['brand', 'theater', 'ontvangst_afscheid', 'trein_station', 'mensenmassa']",NL-HlmNHA_1478_11655K00_14,43508,13516,0,0,2022-04-03 10:59:04,23144,trein_station,2022-04-19 07:06:40,12564,no_description_found,blindemannetje spelen bij een treinstation,12564.0,disagree,0,0
14637,"{'theater': 0.03, 'waterweg': 0.07, 'gebouw': 0.13, 'portret': 0.19, 'muziek_optreden': 0.23}",muziek_optreden,"['theater', 'waterweg', 'gebouw', 'portret', 'muziek_optreden']",NL-HlmNHA_1478_09565K01_33,43406,13414,0,1,2022-04-03 08:39:36,9686,gebouw,2022-04-18 10:19:38,13945,no_description_found,Actie 'Open de Kruisweg'.,9686.0,agree,0,0
14775,"{'speeltuin': 0.05, 'schaatsen': 0.05, 'winkelstraat': 0.1, 'straat': 0.23, 'fietsende_mensen': 0.28}",fietsende_mensen,"['speeltuin', 'schaatsen', 'winkelstraat', 'straat', 'fietsende_mensen']",NL-HlmNHA_1478_07390K00_03,43303,13311,0,0,2022-04-02 18:10:39,19703,speeltuin,2022-04-17 15:23:29,12564,no_description_found,demonstratie brandweer,12564.0,disagree,0,0
14843,"{'dieren_overig': 0.07, 'gebouw': 0.08, 'borden_gevelsteen': 0.13, 'portret': 0.17, 'voetbal': 0.26}",voetbal,"['dieren_overig', 'gebouw', 'borden_gevelsteen', 'portret', 'voetbal']",NL-HlmNHA_1478_10804K00_26,43458,13466,0,0,2022-04-03 10:07:14,21510,honkbal,2022-04-18 22:18:55,695,no_description_found,Haarlemse Honkbalweek,21510.0,agree,0,0
14875,"{'honkbal': 0.05, 'gebouw': 0.06, 'borden_gevelsteen': 0.1, 'woonwijk': 0.14, 'straat': 0.33}",straat,"['honkbal', 'gebouw', 'borden_gevelsteen', 'woonwijk', 'straat']",NL-HlmNHA_1478_09349K00_02,43392,13400,0,0,2022-04-02 21:47:26,18244,straat,2022-04-19 07:01:11,12564,no_description_found,parkeerplaats,12564.0,disagree,0,0
14941,"{'muziek_optreden': 0.01, 'demonstratie': 0.01, 'optocht': 0.04, 'markt': 0.38, 'mensenmassa': 0.51}",mensenmassa,"['muziek_optreden', 'demonstratie', 'optocht', 'markt', 'mensenmassa']",NL-HlmNHA_1478_09206K00_20,43385,13393,0,0,2022-04-02 21:42:49,18244,uitreiking_huldiging,2022-04-17 15:33:23,12564,no_description_found,opening van een terrein,12564.0,agree,0,0
14977,"{'speech': 0.01, 'uitreiking_huldiging': 0.02, 'groepsportret': 0.03, 'gebouw': 0.03, 'portret': 0.8300000000000001}",portret,"['speech', 'uitreiking_huldiging', 'groepsportret', 'gebouw', 'portret']",NL-HlmNHA_1478_11909K00_37,43518,13526,0,0,2022-04-03 11:25:32,23144,gebouw,2022-04-19 07:08:44,12564,no_description_found,stukje klinkers,12564.0,disagree,0,0
15007,"{'keuken': 0.02, 'groepsportret': 0.04, 'portret': 0.05, 'kantoor': 0.08, 'ziekenhuis': 0.72}",ziekenhuis,"['keuken', 'groepsportret', 'portret', 'kantoor', 'ziekenhuis']",NL-HlmNHA_1478_06765K00_01,43283,13291,0,0,2022-04-02 18:04:11,19703,groepsportret,2022-04-16 12:01:09,12564,no_description_found,lijkt op een bezoekje aan de fysiopraktijk,12564.0,disagree,0,0
15009,"{'brand': 0.03, 'brug': 0.07, 'bouwplaats': 0.11, 'gebouw': 0.27, 'fabriek': 0.35000000000000003}",fabriek,"['brand', 'brug', 'bouwplaats', 'gebouw', 'fabriek']",NL-HlmNHA_1478_06765K00_14,43284,13292,0,0,2022-04-02 18:04:35,19703,gebouw,2022-04-16 12:01:45,12564,no_description_found,Volgens mij een waterkering,12564.0,disagree,0,0
15050,"{'slagerij': 0.01, 'vergaderruimte': 0.02, 'speech': 0.02, 'cafe': 0.45, 'winkel_binnen': 0.48}",winkel_binnen,"['slagerij', 'vergaderruimte', 'speech', 'cafe', 'winkel_binnen']",NL-HlmNHA_1478_07693K00_31,43659,13667,0,0,2022-04-03 13:17:51,23144,cafe,2022-04-20 10:08:28,12564,no_description_found,lijkt op bar in bv hotel,12564.0,disagree,0,0
15187,"{'gymnastiek': 0.02, 'paard': 0.09, 'dansende_mensen': 0.1, 'theater': 0.11, 'schaatsen': 0.47000000000000003}",schaatsen,"['gymnastiek', 'paard', 'dansende_mensen', 'theater', 'schaatsen']",NL-HlmNHA_1478_07798K00_16,43665,13673,0,0,2022-04-03 13:19:16,23144,gymnastiek,2022-04-20 10:10:59,12564,no_description_found,handbal,12564.0,disagree,0,0
15306,"{'schaken_dammen': 0.07, 'klaslokaal': 0.12, 'winkel_binnen': 0.13, 'portret': 0.18, 'etende_mensen': 0.22}",etende_mensen,"['schaken_dammen', 'klaslokaal', 'winkel_binnen', 'portret', 'etende_mensen']",NL-HlmNHA_1478_07536K00_32,43655,13663,0,0,2022-04-03 13:16:58,23144,klaslokaal,2022-04-20 10:07:14,12564,no_description_found,hobbyclub schilderen voor kinderen,12564.0,agree,0,0
15310,"{'vergaderruimte': 0.02, 'uitreiking_huldiging': 0.03, 'portret': 0.05, 'etende_mensen': 0.39, 'ziekenhuis': 0.42}",ziekenhuis,"['vergaderruimte', 'uitreiking_huldiging', 'portret', 'etende_mensen', 'ziekenhuis']",NL-HlmNHA_1478_07701K00_17,43661,13669,0,0,2022-04-03 13:18:23,23144,portret,2022-04-20 10:09:39,12564,no_description_found,lijkt op in scene gezette overhoop gehaalde woonkamer bv uit een toneelstuk,12564.0,disagree,0,0
15358,"{'ontvangst_afscheid': 0.04, 'uitreiking_huldiging': 0.14, 'mensenmassa': 0.14, 'groepsportret': 0.21, 'speech': 0.26}",speech,"['ontvangst_afscheid', 'uitreiking_huldiging', 'mensenmassa', 'groepsportret', 'speech']",NL-HlmNHA_1478_07030K00_18,43633,13641,0,0,2022-04-03 13:12:17,23144,mensenmassa,2022-04-20 10:02:42,12564,no_description_found,applaus bij een bijeenkomst bv huwelijk of huldiging,12564.0,agree,0,0
15544,"{'waterweg': 0.07, 'portret': 0.07, 'mensen_op_een_boot': 0.09, 'brand': 0.09, 'gebouw': 0.13}",gebouw,"['waterweg', 'portret', 'mensen_op_een_boot', 'brand', 'gebouw']",NL-HlmNHA_1478_07008K00_20,43632,13640,0,0,2022-04-03 13:11:59,23144,gebouw,2022-04-20 10:01:46,12564,no_description_found,opbergkast vermoedelijk in een kantoor,12564.0,disagree,0,0
15602,"{'portret': 0.0, 'standbeeld': 0.0, 'gebouw': 0.0, 'straat': 0.05, 'borden_gevelsteen': 0.9500000000000001}",borden_gevelsteen,"['portret', 'standbeeld', 'gebouw', 'straat', 'borden_gevelsteen']",NL-HlmNHA_1478_06661K00_36,43619,13627,0,0,2022-04-03 12:57:16,23144,straat,2022-04-20 09:59:02,12564,no_description_found,"verkeersbord, woonplaats aanduiding",12564.0,disagree,0,0
15678,"{'muziek_optreden': 0.07, 'speech': 0.08, 'ziekenhuis': 0.11, 'kantoor': 0.2, 'portret': 0.41000000000000003}",portret,"['muziek_optreden', 'speech', 'ziekenhuis', 'kantoor', 'portret']",NL-HlmNHA_1478_05679K00_01,43551,13559,0,0,2022-04-03 12:07:23,23144,ziekenhuis,2022-04-19 07:17:05,12564,no_description_found,arts of laborant,12564.0,disagree,0,0
15756,"{'bouwplaats': 0.06, 'straat': 0.06, 'waterweg': 0.1, 'gebouw': 0.13, 'woonwijk': 0.52}",woonwijk,"['bouwplaats', 'straat', 'waterweg', 'gebouw', 'woonwijk']",NL-HlmNHA_1478_05632K00_09,43548,13556,0,0,2022-04-03 12:06:40,23144,bouwplaats,2022-04-19 07:16:03,12564,no_description_found,benzinestation,12564.0,disagree,0,0
15876,"{'bruiloft': 0.02, 'borden_gevelsteen': 0.09, 'uitreiking_huldiging': 0.1, 'auto_ongeluk': 0.13, 'portret': 0.36}",portret,"['bruiloft', 'borden_gevelsteen', 'uitreiking_huldiging', 'auto_ongeluk', 'portret']",NL-HlmNHA_1478_05736K00_28,43556,13564,0,0,2022-04-03 12:08:21,23144,borden_gevelsteen,2022-04-20 09:57:40,12564,no_description_found,reclamebord,12564.0,disagree,0,0
16450,"{'hond': 0.01, 'vogels': 0.01, 'portret': 0.1, 'uitreiking_huldiging': 0.18, 'speech': 0.67}",speech,"['hond', 'vogels', 'portret', 'uitreiking_huldiging', 'speech']",NL-HlmNHA_1478_25500K00_16,61133,31141,0,0,2022-05-23 15:06:18,16668,binnen,2022-05-23 21:26:11,18244,no_description_found,Tribune met stofomkasting spreekpodium. Licht komt van boven.,9686.0,disagree,0,0
18039,"{'gebouw': 0.08, 'duinen': 0.08, 'dieren_overig': 0.11, 'voetbal': 0.12, 'kunstwerk': 0.23}",kunstwerk,"['gebouw', 'duinen', 'dieren_overig', 'voetbal', 'kunstwerk']",NL-HlmNHA_1478_24063K00_08,44880,14888,0,1,2022-04-04 14:31:15,22143,no_description_found,2022-04-24 22:32:52,18244,no_description_found,Is onbruikbare scan,18244.0,agree,0,0
21499,"{'wielrennen': 0.02, 'hardlopen': 0.03, 'fietsende_mensen': 0.08, 'optocht': 0.29, 'portret': 0.45}",portret,"['wielrennen', 'hardlopen', 'fietsende_mensen', 'optocht', 'portret']",NL-HlmNHA_1478_19560K00_35,46207,16215,0,0,2022-04-05 13:11:49,4425,no_description_found,2022-04-28 11:19:04,12564,no_description_found,het lijkt de vierdaagse in NIjmegen,12564.0,disagree,0,0
21507,"{'bos_park': 0.02, 'toren': 0.03, 'woonwijk': 0.07, 'straat': 0.38, 'gebouw': 0.45}",gebouw,"['bos_park', 'toren', 'woonwijk', 'straat', 'gebouw']",NL-HlmNHA_1478_20359K00_31,46250,16258,0,0,2022-04-05 13:22:08,4425,bos_park,2022-04-28 11:31:37,12564,no_description_found,boom in woonwijk,12564.0,agree,0,0
21637,"{'mensenmassa': 0.0, 'kerstmis': 0.0, 'bos_park': 0.0, 'fabriek': 0.0, 'brand': 0.99}",brand,"['mensenmassa', 'kerstmis', 'bos_park', 'fabriek', 'brand']",NL-HlmNHA_1478_20239K00_23,46244,16252,0,0,2022-04-05 13:20:14,4425,brand,2022-04-28 11:29:46,12564,no_description_found,vreugdevuur bv paasvuur,12564.0,agree,0,0
21699,"{'muziek_optreden': 0.05, 'vergaderruimte': 0.05, 'cafe': 0.1, 'groepsportret': 0.18, 'uitreiking_huldiging': 0.44}",uitreiking_huldiging,"['muziek_optreden', 'vergaderruimte', 'cafe', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_19482K00_04,46202,16210,0,0,2022-04-05 13:08:27,4425,groepsportret,2022-04-28 11:16:58,12564,no_description_found,"Heeft verband met sport (overig), maar met welke sport ?
Ze staan na te praten en drinken in de kleedkamer,",9686.0,agree,0,0
21749,"{'groepsportret': 0.02, 'boten': 0.13, 'haven': 0.16, 'mensen_op_een_boot': 0.18, 'portret': 0.35000000000000003}",portret,"['groepsportret', 'boten', 'haven', 'mensen_op_een_boot', 'portret']",NL-HlmNHA_1478_20499K00_06,46260,16268,0,0,2022-04-05 13:25:03,4425,mensen_op_een_boot,2022-04-28 11:35:48,12564,no_description_found,man op boot,12564.0,disagree,0,0
21795,"{'fabriek': 0.02, 'bouwplaats': 0.04, 'gebouw': 0.07, 'kamperen': 0.21, 'huisje': 0.56}",huisje,"['fabriek', 'bouwplaats', 'gebouw', 'kamperen', 'huisje']",NL-HlmNHA_1478_19954K01_09,46238,16246,0,0,2022-04-05 13:19:04,4425,bouwplaats,2022-04-28 11:27:19,12564,no_description_found,opzetten bouwkeet,12564.0,agree,0,0
21862,"{'muziek_optreden': 0.09, 'herdenking': 0.09, 'groepsportret': 0.11, 'bloementuin': 0.17, 'uitreiking_huldiging': 0.25}",uitreiking_huldiging,"['muziek_optreden', 'herdenking', 'groepsportret', 'bloementuin', 'uitreiking_huldiging']",NL-HlmNHA_1478_19425K00_24,46197,16205,0,0,2022-04-05 13:07:36,4425,markt,2022-04-28 11:15:13,12564,no_description_found,schapen scheer demonstratie,12564.0,disagree,0,0
21870,"{'gebouw': 0.04, 'woonkamer': 0.09, 'kunstwerk': 0.1, 'brand': 0.13, 'portret': 0.31}",portret,"['gebouw', 'woonkamer', 'kunstwerk', 'brand', 'portret']",NL-HlmNHA_1478_19843K02_01,46226,16234,0,0,2022-04-05 13:15:36,4425,binnen,2022-04-28 11:24:26,12564,no_description_found,enorme schade aan binnenmuren huis,12564.0,disagree,0,0
21876,"{'mensenmassa': 0.04, 'sinterklaas': 0.12, 'klaslokaal': 0.16, 'groepsportret': 0.21, 'uitreiking_huldiging': 0.25}",uitreiking_huldiging,"['mensenmassa', 'sinterklaas', 'klaslokaal', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_20448K00_34,46255,16263,0,0,2022-04-05 13:23:43,4425,carnaval,2022-04-28 11:34:32,12564,no_description_found,verkleedfeestje bij oma?,12564.0,disagree,0,0
21888,"{'tentoonstelling': 0.01, 'kantoor': 0.01, 'vergaderruimte': 0.02, 'speech': 0.03, 'uitreiking_huldiging': 0.9}",uitreiking_huldiging,"['tentoonstelling', 'kantoor', 'vergaderruimte', 'speech', 'uitreiking_huldiging']",NL-HlmNHA_1478_19989K01_10,46239,16247,0,0,2022-04-05 13:19:10,4425,uitreiking_huldiging,2022-04-28 11:28:17,12564,no_description_found,rapport overhandiging omtrent telefoneren,12564.0,disagree,0,0
22042,"{'mensenmassa': 0.03, 'fietsende_mensen': 0.05, 'speeltuin': 0.06, 'muziek_optreden': 0.2, 'optocht': 0.49}",optocht,"['mensenmassa', 'fietsende_mensen', 'speeltuin', 'muziek_optreden', 'optocht']",NL-HlmNHA_1478_19475K00_39,46200,16208,0,0,2022-04-05 13:07:59,4425,muziek_optreden,2022-04-28 11:16:08,12564,no_description_found,majorettes,12564.0,disagree,0,0
22099,"{'fabriek': 0.11, 'standbeeld': 0.12, 'brand': 0.12, 'bouwplaats': 0.12, 'mensen_op_een_boot': 0.21}",mensen_op_een_boot,"['fabriek', 'standbeeld', 'brand', 'bouwplaats', 'mensen_op_een_boot']",NL-HlmNHA_1478_20664K00_33,46275,16283,0,0,2022-04-05 13:28:15,4425,bouwplaats,2022-04-28 11:39:49,12564,no_description_found,werkzaamheden in een gebouw,12564.0,agree,0,0
22187,"{'brug': 0.06, 'luchtfoto': 0.06, 'gebouw': 0.13, 'straat': 0.15, 'woonwijk': 0.39}",woonwijk,"['brug', 'luchtfoto', 'gebouw', 'straat', 'woonwijk']",NL-HlmNHA_1478_20424K00_10,46252,16260,0,0,2022-04-05 13:22:32,4425,straat,2022-04-28 11:32:32,12564,no_description_found,lijkt op een klooster met speelveld,12564.0,agree,0,0
22189,"{'tentoonstelling': 0.04, 'keuken': 0.04, 'kantoor': 0.06, 'portret': 0.11, 'fabriek': 0.45}",fabriek,"['tentoonstelling', 'keuken', 'kantoor', 'portret', 'fabriek']",NL-HlmNHA_1478_20424K00_27,46253,16261,0,0,2022-04-05 13:22:45,4425,fabriek,2022-04-28 11:33:11,12564,no_description_found,glas in lood snijders aan het werk,12564.0,agree,0,0
23030,"{'auto': 0.05, 'bruiloft': 0.06, 'straat': 0.07, 'sinterklaas': 0.16, 'muziek_optreden': 0.39}",muziek_optreden,"['auto', 'bruiloft', 'straat', 'sinterklaas', 'muziek_optreden']",NL-HlmNHA_1478_19885K04_30,46581,16589,0,0,2022-04-05 17:00:36,13212,groepsportret,2022-04-28 21:24:48,18244,no_description_found,Koningin Juliana maakt een rijtoer,15201.0,disagree,0,0
23310,"{'straat': 0.03, 'kantoor': 0.09, 'portret': 0.12, 'borden_gevelsteen': 0.19, 'kunstwerk': 0.37}",kunstwerk,"['straat', 'kantoor', 'portret', 'borden_gevelsteen', 'kunstwerk']",NL-HlmNHA_1478_21691K00_27,47036,17044,0,1,2022-04-06 11:20:08,21735,no_description_found,2022-04-30 12:15:17,13945,no_description_found,"Bakfiets, gedeeltelijke afdruk.",9686.0,disagree,0,0
23866,"{'bibliotheek_boekwinkel': 0.07, 'kantoor': 0.09, 'keuken': 0.1, 'kunstwerk': 0.15, 'portret': 0.17}",portret,"['bibliotheek_boekwinkel', 'kantoor', 'keuken', 'kunstwerk', 'portret']",NL-HlmNHA_1478_20265K00_11,46938,16946,0,0,2022-04-05 22:16:51,21510,no_description_found,2022-04-29 17:00:56,13945,no_description_found,Demonstratie vingerafdruk vinden,21510.0,disagree,0,0
24150,"{'ziekenhuis': 0.06, 'straat': 0.07, 'kantoor': 0.08, 'keuken': 0.1, 'portret': 0.25}",portret,"['ziekenhuis', 'straat', 'kantoor', 'keuken', 'portret']",NL-HlmNHA_1478_20514K00_05,46959,16967,0,0,2022-04-05 22:29:36,3126,no_description_found,2022-04-29 17:03:52,13945,no_description_found,Voorloper van expresso-machine.,9686.0,agree,0,0
26533,"{'borden_gevelsteen': 0.03, 'vlag_hijsen': 0.12, 'portret': 0.16, 'gebouw': 0.16, 'kunstwerk': 0.21}",kunstwerk,"['borden_gevelsteen', 'vlag_hijsen', 'portret', 'gebouw', 'kunstwerk']",NL-HlmNHA_1478_30103K00_07,48015,18023,0,0,2022-04-07 15:52:03,16679,no_description_found,2022-05-01 17:31:15,13945,no_description_found,vlag halfstok,16679.0,disagree,0,0
27092,"{'groepsportret': 0.05, 'voetbal': 0.05, 'gebouw': 0.12, 'geestelijken': 0.12, 'portret': 0.2}",portret,"['groepsportret', 'voetbal', 'gebouw', 'geestelijken', 'portret']",NL-HlmNHA_1478_31249K01_22,48776,18784,0,0,2022-04-08 14:06:45,21510,sport_overig,2022-05-03 19:15:41,17916,no_description_found,Badmintonhal,21510.0,disagree,0,0
27277,"{'mensenmassa': 0.02, 'uitreiking_huldiging': 0.06, 'ontvangst_afscheid': 0.11, 'markt': 0.2, 'bus_truck': 0.5}",bus_truck,"['mensenmassa', 'uitreiking_huldiging', 'ontvangst_afscheid', 'markt', 'bus_truck']",NL-HlmNHA_1478_32287K00_38,48864,18872,0,0,2022-04-08 14:53:56,21510,no_description_found,2022-05-03 19:29:59,13945,no_description_found,ritje paarden tram door bejaarden uit Schalkwijk,21510.0,agree,0,0
27366,"{'geestelijken': 0.05, 'kantoor': 0.06, 'markt': 0.11, 'klaslokaal': 0.15, 'uitreiking_huldiging': 0.29}",uitreiking_huldiging,"['geestelijken', 'kantoor', 'markt', 'klaslokaal', 'uitreiking_huldiging']",NL-HlmNHA_1478_29139K00_42,48613,18621,0,0,2022-04-08 11:11:51,21351,markt,2022-05-03 10:48:45,18244,no_description_found,"er wordt een ambacht (netten knopen?) gedemonstreerd, maar dit valt in dit kader niet onder de categorie demonstratie",16679.0,disagree,0,0
